baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,GENEID,SYMBOL
34257.37683574129,2.818687611482891,0.14301766164136306,19.70853428748293,1.821672221801402e-86,2.9997476476403685e-84,ENSG00000001036,FUCA2
266.5674642611284,2.162338557005359,0.43635028935163034,4.9614065881842455,6.998452473242747e-7,3.803821760664888e-6,ENSG00000002079,MYH16
184835.83504735347,2.179982349310898,0.11406356632923671,19.112085490153298,2.0030183283314663e-81,3.082589047909743e-79,ENSG00000003436,TFPI
10151.929142121437,3.402836925942168,0.2804912416653016,12.13636674188918,6.776893362210815e-34,2.341974879234533e-32,ENSG00000005243,COPZ2
146832.53903196414,6.854656140368539,0.21328383724731062,32.1404724014792,1.2000638902334148e-226,1.7183871374324904e-223,ENSG00000005884,ITGA3
100.25096827280741,3.07835987249713,0.627342919458508,6.130834373697236,8.741937740776455e-10,6.734666141631151e-9,ENSG00000006059,KRT33A
54362.60653756121,2.393298111368496,0.09398109566106616,25.465528722797494,4.751396241713851e-143,2.4074228280708303e-140,ENSG00000006282,SPATA20
170709.27691120995,2.01350045507871,0.13930393843962038,14.454201762988493,2.358481783138461e-47,1.3485110945465638e-45,ENSG00000006327,TNFRSF12A
5477.355091335702,2.337276012796839,0.24283689934379837,9.625682858353988,6.229179081870458e-22,1.1770039235933545e-20,ENSG00000006453,BAIAP2L1
2393.111844597266,4.13306694132096,0.35879932548010884,11.524988254484521,9.872566492205872e-31,2.939811074632081e-29,ENSG00000006534,ALDH3B1
8562.480484405347,3.302325968394248,0.224262994553901,14.725282711978341,4.436106060942202e-49,2.695548284337094e-47,ENSG00000006740,ARHGAP44
9695.620453267868,2.8653492368488167,0.2032755667207968,14.095903284171008,4.024649713792788e-45,2.1275732531950513e-43,ENSG00000006756,ARSD
4824.835763162155,3.2157939122997297,0.2570602490747567,12.509745319311008,6.603560820854027e-36,2.4657785949433847e-34,ENSG00000007237,GAS7
40682.78295695421,2.14687782544405,0.09605519789304559,22.350264129195843,1.2003167400810059e-110,3.5295742426632005e-108,ENSG00000007866,TEAD3
24459.11839364034,4.8788401739362195,0.26049158502623004,18.73440639304901,2.5951998755924425e-78,3.621623419608538e-76,ENSG00000008517,IL32
57678.11492001002,4.479453289169221,0.23933842963163546,18.721101142423652,3.3319158074499283e-78,4.630097687871559e-76,ENSG00000010278,CD9
202545.83911202147,2.4076109165426938,0.1411327913455894,17.05947372609184,2.9722076666389423e-65,2.9934766756295696e-63,ENSG00000011028,MRC2
923.1779395948809,2.5159271602317634,0.31248064053891994,8.050547158092357,8.242470794278797e-16,1.0558441584549898e-14,ENSG00000011201,ANOS1
95480.29647228283,2.85940011006728,0.2002388612066757,14.281259727811554,2.863775006924429e-46,1.55893497649668e-44,ENSG00000011422,PLAUR
5742.99620592864,3.3778889537458423,0.18517762714439182,18.23712289170506,2.618852384068532e-74,3.2670183491254936e-72,ENSG00000012171,SEMA3B
114390.31940276256,4.867713328291557,0.15244292919860045,31.931109933212234,9.883033899228187e-224,1.3561993268215879e-220,ENSG00000013016,EHD3
3498.2151710542557,4.5664023912697695,0.39014794339292846,11.73291009024707,8.643499378649011e-32,2.718863500825468e-30,ENSG00000013297,CLDN11
90566.04169116674,4.155999748936999,0.19379297458289926,21.447544617979446,4.814011159702905e-102,1.1831689815944439e-99,ENSG00000013364,MVP
46673.84017112593,5.697205379405178,0.4448279320522062,12.98146733123819,1.5586559625302776e-38,6.4326786303223255e-37,ENSG00000013588,GPRC5A
23086.22594134428,2.7441474951232485,0.17139285110630903,16.011030631430163,1.0702224976992305e-57,8.596757985177184e-56,ENSG00000013619,MAMLD1
207.54363864232002,2.1651478945704126,0.6218075241572597,3.7852958178356126,1.5352584377145337e-4,5.868565696617022e-4,ENSG00000018625,ATP1A2
13467.496067487651,2.1358547414460047,0.1652596593566692,12.924193438269995,3.287256868910619e-38,1.3316422843874824e-36,ENSG00000019549,SNAI2
2619.406999545499,5.93326894938746,0.27740809377846753,21.225459048522126,5.558082665758363e-100,1.2800691924061953e-97,ENSG00000019991,HGF
587.9297610296669,3.1531948330335227,0.3815180820219719,8.261749262763365,1.4355300369191973e-16,1.948794156467306e-15,ENSG00000021645,NRXN3
72784.15984301803,2.1068638332944016,0.09698440652554363,21.72367646542019,1.2256705509450883e-104,3.2292987139860428e-102,ENSG00000022267,FHL1
21823.737771865988,3.1481557528098514,0.4657349361601535,6.811674452688379,9.646921815413157e-12,9.00033209826677e-11,ENSG00000023445,BIRC3
174219.83745653005,3.944192733660904,0.20991225727515403,18.79274584210134,8.658142131626348e-79,1.2506458463288691e-76,ENSG00000024422,EHD2
